290,200,50,0.001
150,175,40,0.001
266,150,50,0.01
78,75,20,0.001
148,175,40,0.001
133,125,30,0.01
155,75,10,0.01
135,200,10,0.001
178,125,20,0.001
241,175,20,0.01
